Facility_Name,Ministry_Market,Ministry,Address_1,Address_2,City,State,Zip_Code,Phone_Number,County,Facility_Type,Business_Entity,Facility_Status
Ascension St. Vincent Indianapolis - Joshua Max Simon Primary Care Center,NULL,ININD,8414 NAAB ROAD,NULL,INDIANAPOLIS,IN,46260,317-338-7510,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Borgess Hospital Borgess Family and Internal Medicine Battle Creek,Ascension Michigan,MIKAL,842 EAST COLUMBIA AVENUE,NULL,BATTLE CREEK,MI,49014,269-969-6003,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group - St. Vincent - Indianapolis Diabetes Center,NULL,ININD,8424 NAAB ROAD,SUITE 1E,INDIANAPOLIS,IN,46260,317-338-2349,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Indianapolis Healthy Transitions Clinic,NULL,ININD,8424 NAAB ROAD,SUITE 1H,INDIANAPOLIS,IN,46260,317-338-8680,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension St. Vincent Center for Healthy Aging,NULL,ININD,8424 NAAB ROAD,SUITE 1L,INDIANAPOLIS,IN,46260,317-338-7780,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Heather Glen Internal Medicine,NULL,ININD,8424 NAAB ROAD,SUITE 2A,INDIANAPOLIS,IN,46260,317-415-6300,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Lawrence Primary Care and Walk-in Care,NULL,ININD,8424 NAAB ROAD,SUITE 2A,INDIANAPOLIS,IN,46260,317-415-6300,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - North Willow Pediatrics,NULL,ININD,8424 NAAB ROAD,SUITE 3L,INDIANAPOLIS,IN,46260,317-879-9777,NULL,Outpatient Clinic,NULL,ACTIVE
Peyton Manning Children's Hospital - Indianapolis Pediatrics,NULL,ININD,8424 NAAB ROAD,NULL,INDIANAPOLIS,IN,46260,317-879-9777,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group - St. Vincent - Indianapolis Primary Care Harcourt Road,NULL,ININD,8433 HARCOURT ROAD,SUITE 200,INDIANAPOLIS,IN,46260,317-338-7800,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Cardiology - Ripon,Ascension Wisconsin,WIAPP,845 PARKSIDE ST.,NULL,RIPON,WI,54971,?,FOND DU LAC,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Borgess Hospital Delano Richland,Ascension Michigan,MIKAL,8450 NORTH 32ND STREET,NULL,RICHLAND,MI,49083,269-552-2500,KALAMAZOO,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital - McCordsville Pediatrics,NULL,ININD,8535 NORTH CLEARVIEW DRIVE,SUITE 700,MCCORDSVILLE,IN,46055,317-415-6450,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group - St. Vincent - McCordsville OB/Gyn,NULL,ININD,8535 NORTH CLEARVIEW DRIVE,SUITE 700,MCCORDSVILLE,IN,46055,317-415-6450,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension St. Vincent Breast Center Indianapolis,NULL,ININD,8550 NAAB ROAD,SUITE 300,INDIANAPOLIS,IN,46260,317-338-9590,NULL,Outpatient Clinic,NULL,ACTIVE
Peyton Manning Children's Hospital - Noblesville Pediatrics,NULL,ININD,865 WESTFIELD ROAD,SUITE B,NOBLESVILLE,IN,46062,317-776-0880,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group Providence OB/GYN - Brighton,Ascension Michigan,MIDET,8672 WEST GRAND RIVER AVENUE,NULL,BRIGHTON,MI,48116,810-229-6101,LIVINGSTON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Sumner Medical Group - Gallatin - Green Lea,Ascension Tennessee,TNNAS,880 GREEN LEA BOULEVARD,SUITE E,GALLATIN,TN,37066,615-230-8070,SUMNER,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Sacred Heart Medical Oncology Group,Ascension Florida,FLPEN,8831 NORTH DAVIS HIGHWAY,NULL,PENSACOLA,FL,32514,850-474-8382,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Providence Family Physicians - Dawes (APHS),Ascension Alabama,ALMOB,8833 COTTAGE HILL RD.,NULL,MOBILE,AL,36695,251-544-5420,MOBILE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - Tell City Nephrology,NULL,INEVA,8885 STATE ROAD 237,NULL,TELL CITY,IN,47586,812-479-3125,NULL,Outpatient Clinic,NULL,ACTIVE
Saint Thomas Heart - Goodlettsville,Ascension Tennessee,TNNAS,900 CONFERENCE DRIVE,SUITE 8,GOODLETTSVILLE,TN,37072,615-851-5551,DAVIDSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - Center for Advanced Medicine Pulmonology,NULL,INEVA,901 SAINT MARYS DRIVE,SUITE 200,EVANSVILLE,IN,47714,812-485-6030,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Center for Advanced Medicine Heart Care,NULL,INEVA,901 SAINT MARYS DRIVE,SUITE 300,EVANSVILLE,IN,47714,812-473-2642,NULL,Outpatient Clinic,NULL,ACTIVE
EPIC Primary Care,Ascension Michigan,MIDET,911 EAST 9 MILE ROAD,NULL,FERNDALE,MI,48220,248-336-4000,OAKLAND,Outpatient Clinic,NULL,ACTIVE
Cardiology - Henderson,Ascension Indiana,INEVA,914 N ELM ST,NULL,HENDERSON,KY,42420,NULL,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Laboratory - Winneconne,NULL,WIAPP,916 EAST MAIN ST,NULL,WINNECONNE,WI,54986,920-582-1100,WINNEBAGO,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Anticoag - Winneconne,NULL,WIAPP,916 EAST MAIN ST,NULL,WINNECONNE,WI,54986,920-582-1100,WINNEBAGO,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Anticoag - Winneconne,Ascension Wisconsin,WIAPP,916 EAST MAIN ST,NULL,WINNECONNE,WI,54986,920-582-1100,WINNEBAGO,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Family Medicine - Winneconne,Ascension Wisconsin,WIAPP,916 EAST MAIN ST,NULL,WINNECONNE,WI,54986,920-582-1100,WINNEBAGO,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at Winneconne,NULL,WIAPP,916 EAST MAIN ST,NULL,WINNECONNE,WI,54986,920-582-1100,WINNEBAGO,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - Evansville Urology,NULL,INEVA,920 SOUTH HEBRON AVENUE,NULL,EVANSVILLE,IN,47714,812-473-1111,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Indianapolis Primary Care North Meridian,NULL,ININD,9240 NORTH MERIDIAN STREET,SUITE 160,INDIANAPOLIS,IN,46260,317-415-6230,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Meridian Adult Medicine,NULL,ININD,9240 NORTH MERIDIAN STREET,SUITE 160,INDIANAPOLIS,IN,46260,317-415-6230,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension St. Vincent Diagnostic Center,NULL,ININD,9240 NORTH MERIDIAN STREET,SUITE 160,INDIANAPOLIS,IN,46260,317-415-6230,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Hoosier Dermatology,NULL,ININD,9240 NORTH MERIDIAN STREET,SUITE 250,INDIANAPOLIS,IN,46260,317-415-5860,NULL,Outpatient Clinic,NULL,ACTIVE
"Ascension Medical Group at Brown Deer, Heart & Vascular Physicians",Ascension Wisconsin,WIGLE,9252 N. GREEN BAY RD,NULL,BROWN DEER,WI,53209,414-527-7500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Brown Deer, Neurology",Ascension Wisconsin,WIGLE,9252 N. GREEN BAY RD,NULL,BROWN DEER,WI,53209,414-527-7500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Brown Deer, Family Medicine",Ascension Wisconsin,WIGLE,9252 N. GREEN BAY RD,NULL,BROWN DEER,WI,53209,414-527-7500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at Brown Deer - Primary & Specialty Care,NULL,WIGLE,9252 N. GREEN BAY RD,NULL,BROWN DEER,WI,53209,414-527-7500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Brown Deer Shared Services, Int Care Coord",Ascension Wisconsin,WIGLE,9252 N. GREEN BAY RD,NULL,BROWN DEER,WI,53209,414-527-7500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Brown Deer, Dermatology",Ascension Wisconsin,WIGLE,9252 N. GREEN BAY RD,NULL,BROWN DEER,WI,53209,414-527-7500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Brown Deer, Endocrinology",Ascension Wisconsin,WIGLE,9252 N. GREEN BAY RD,NULL,BROWN DEER,WI,53209,414-527-7500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Brown Deer, General Surgery",Ascension Wisconsin,WIGLE,9252 N. GREEN BAY RD,NULL,BROWN DEER,WI,53209,414-527-7500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension SE WI at Brown Deer, Imaging",Ascension Wisconsin,WIGLE,9252 N. GREEN BAY RD,NULL,BROWN DEER,WI,53209,414-527-7500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension SE WI at Brown Deer, Nuclear Medicine",Ascension Wisconsin,WIGLE,9252 N. GREEN BAY RD,NULL,BROWN DEER,WI,53209,414-527-7500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension SE WI at Brown Deer, Rehabilitation Med",Ascension Wisconsin,WIGLE,9252 N. GREEN BAY RD,NULL,BROWN DEER,WI,53209,414-527-7500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Brown Deer, Occupational Medicine",Ascension Wisconsin,WIGLE,9252 N. GREEN BAY RD,NULL,BROWN DEER,WI,53209,414-527-7500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Brown Deer, Podiatry",Ascension Wisconsin,WIGLE,9252 N. GREEN BAY RD,NULL,BROWN DEER,WI,53209,414-527-7500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Brown Deer, Pulmonary Medicine",Ascension Wisconsin,WIGLE,9252 N. GREEN BAY RD,NULL,BROWN DEER,WI,53209,414-527-7500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension SE WI at Brown Deer, Diabetes/Nutrition",Ascension Wisconsin,WIGLE,9252 N. GREEN BAY RD,NULL,BROWN DEER,WI,53209,414-527-7500,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Columbia - Neurology,Ascension Tennessee,TNNAS,927 NORTH JAMES CAMPBELL BOULEVARD,SUITE 105,COLUMBIA,TN,38401,931-388-5114,MAURY,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group Borgess Heart Center for Excellence South Haven,NULL,NULL,930 BLUE STAR HIGHWAY,NULL,SOUTH HAVEN,MI,49090,269-381-3963,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Laboratory - Eagle River,NULL,WIAPP,930 E WALL STREET,NULL,EAGLE RIVER,WI,54521,715-477-3000,VILAS,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension General Surgery - Eagle River,Ascension Wisconsin,WIAPP,930 EAST WALL STREET,NULL,EAGLE RIVER,WI,54521,715-477-3000,VILAS,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Northland Orthopedics - Eagle River,Ascension Wisconsin,WIAPP,930 EAST WALL STREET,NULL,EAGLE RIVER,WI,54521,715-477-3000,VILAS,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - Eagle River,Ascension Wisconsin,WIAPP,930 EAST WALL STREET,NULL,EAGLE RIVER,WI,54521,715-477-3000,VILAS,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Anticoag - Eagle River,Ascension Wisconsin,WIAPP,930 EAST WALL STREET,NULL,EAGLE RIVER,WI,54521,715-477-3000,VILAS,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Audiology - Eagle River,Ascension Wisconsin,WIAPP,930 EAST WALL STREET,NULL,EAGLE RIVER,WI,54521,715-477-3000,VILAS,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension ENT - Eagle River,Ascension Wisconsin,WIAPP,930 EAST WALL STREET,NULL,EAGLE RIVER,WI,54521,715-477-3000,VILAS,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Family Medicine - Eagle River,Ascension Wisconsin,WIAPP,930 EAST WALL STREET,NULL,EAGLE RIVER,WI,54521,715-477-3000,VILAS,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension OB/GYN- Eagle River,Ascension Wisconsin,WIAPP,930 EAST WALL STREET,NULL,EAGLE RIVER,WI,54521,715-477-3000,VILAS,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Podiatry - Eagle River,Ascension Wisconsin,WIAPP,930 EAST WALL STREET,NULL,EAGLE RIVER,WI,54521,715-477-3000,VILAS,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Rheumatology - Eagle Rver,Ascension Wisconsin,WIAPP,930 EAST WALL STREET,NULL,EAGLE RIVER,WI,54521,715-477-3000,VILAS,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Behavioral Health - Eagle River,NULL,WIAPP,930 EAST WALL STREET,NULL,EAGLE RIVER,WI,54521,715-477-3000,VILAS,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension St. Mary's at Eagle River,NULL,WIAPP,930 EAST WALL STREET,NULL,EAGLE RIVER,WI,54521,715-477-3000,VILAS,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Heart - Portland,Ascension Tennessee,TNNAS,934 SOUTH BROADWAY,SUITE C,PORTLAND,TN,37148,615-329-5144,RUTHERFORD,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group Sacred Heart Pediatrics at Destin Market Shops,Ascension Florida,FLPEN,9375 EMERALD COAST PARKWAY WEST,SUITE 1,MIRAMAR BEACH,FL,32550,850-278-3885,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
"Ascension Medical Group Nashwan Y. Yousif, MD",Ascension Michigan,MIROC,940 WEST AVON ROAD,SUITE 7,ROCHESTER HILLS,MI,48307,248-693-8634,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension River District Hospital River District Family Practice - St. Clair,Ascension Michigan,MIDET,955 FRED W MOORE HIGHWAY,NULL,SAINT CLAIR SHORES,MI,48079,810-326-0837,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension River District Hospital River District General Surgery,Ascension Michigan,MIDET,955 FRED W MOORE HIGHWAY,NULL,SAINT CLAIR SHORES,MI,48079,810-326-0837,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group Borgess Heart Center for Excellence South Haven,NULL,NULL,965 SOUTH BAILEY AVENUE,NULL,SOUTH HAVEN,MI,49090,269-381-3963,NULL,Outpatient Clinic,NULL,ACTIVE
Saint Thomas Heart - Parsons,Ascension Tennessee,TNNAS,969 TENNESSEE AVENUE SOUTH,NULL,PARSONS,TN,38363,800-345-5016,DECATUR,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - Yorktown Primary Care,NULL,ININD,9730 WEST SMITH STREET,NULL,YORKTOWN,IN,47396,765-722-6130,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Yorktown Family Medicine,NULL,ININD,9730 WEST SMITH STREET,NULL,YORKTOWN,IN,47396,765-722-6130,NULL,Outpatient Clinic,NULL,ACTIVE
Peyton Manning Children's Hospital - Fishers Pediatrics and Walk-in Care,NULL,ININD,9795 EAST 116TH STREET,NULL,FISHERS,IN,46037,317-913-8100,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group - St. Vincent - Cumberland Road Primary Care,NULL,ININD,9795 EAST 116TH STREET,NULL,FISHERS,IN,46037,317-913-8100,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Fishers Rheumatology,NULL,ININD,9795 EAST 116TH STREET,NULL,FISHERS,IN,46037,317-913-8100,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Cumberland Immediate Care and Occupational Health,NULL,ININD,9795 EAST 116TH STREET,NULL,FISHERS,IN,46037,317-913-8100,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Cumberland Road Pediatrics,NULL,ININD,9795 EAST 116TH STREET,NULL,FISHERS,IN,46037,317-913-8100,NULL,Outpatient Clinic,NULL,ACTIVE
Lourdes Occupational Health Center,NULL,WAPAS,9915 SANDIFUR PARKWAY,NULL,PASCO,WA,99301,509-546-2222,FRANKLIN,Outpatient Clinic,NULL,RETIRED
Lourdes Occupational Health,NULL,WAPAS,9915 SANDIFUR PKWY,NULL,PASCO,WA,99301,509-546-2222,FRANKLIN,Outpatient Clinic,NULL,RETIRED
"Ascension Medical Group at Franklin MOB, Family Medicine",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Internal Medicine",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Cardiac Electrophysiology",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Ear, Nose, and Throat",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Neurology",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Psychiatric Services",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Pulmonary Medicine",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Rehabilitation Medicine",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, OB/GYN",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Surgery",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Infectious Disease",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Laboratory",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at Franklin MOB. Cardiology,Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Occupational Medicine",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Pediatric Medicine",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Comp Headache Center",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Endocrinology",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Gastroenterology",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Gynecologic Oncology",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Rehabilitation Services",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Surgery FL2",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Ultrasound",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Urogynecology",Ascension Wisconsin,WIGLE,9969 S 27TH ST,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at Franklin Medical Office Building - Primary & Specialty Care,NULL,WIGLE,9969 S. 27TH STREET,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Franklin MOB, Urgent Care",Ascension Wisconsin,WIMIL,9969 S. 27TH STREET,NULL,FRANKLIN,WI,53132,414-325-4940,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Providence Medical Group - Snow Road,Ascension Alabama,ALMOB,9971 AIRPORT BLVD,NULL,MOBILE,AL,36608,251-660-3500,MOBILE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Presence Center for Health,Ascension Illinois,ILARL,METRO205 S NW HWY,NULL,PARK RIDGE,IL,60068,847-292-5200,COOK,Outpatient Clinic,NULL,ACTIVE
Dempster Corporate,Ascension Illinois,ILARL,METRO5747 W DEMPSTER,NULL,MORTON GROVE,IL,60053,847-674-4344,COOK,Outpatient Clinic,NULL,ACTIVE
"Ascension Medical Group at Sussex, Electrophysiology",Ascension Wisconsin,WIGLE,N 64 W2086 MAIN ST,NULL,SUSSEX,WI,53089,262-785-7720,WAUKESHA,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Sussex, Family Medicine",Ascension Wisconsin,WIGLE,N 64 W2086 MAIN ST,NULL,SUSSEX,WI,53089,262-785-7720,WAUKESHA,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Sussex, Heart & Vascular Physicians",Ascension Wisconsin,WIGLE,N 64 W2086 MAIN ST,NULL,SUSSEX,WI,53089,262-785-7720,WAUKESHA,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at Sussex, Rehabilitation Medicine",Ascension Wisconsin,WIGLE,N 64 W2086 MAIN ST,NULL,SUSSEX,WI,53089,262-785-7720,WAUKESHA,Outpatient Clinic,Ascension Medical Group,ACTIVE
AMG Sussex Lab,Ascension Wisconsin,WIGLE,N 64 W2086 MAIN ST,NULL,SUSSEX,WI,53089,262-785-7720,WAUKESHA,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at Sussex - Primary & Specialty Care,NULL,WIGLE,N 64 W2086 MAIN ST,NULL,SUSSEX,WI,53089,262-785-7720,WAUKESHA,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Germantown - Family Medicine,NULL,WIMIL,N112 W15415 MEQUON RD.,NULL,GERMANTOWN,WI,53022,262-250-7800,WASHINGTON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Germantown - Internal Medicine,NULL,WIMIL,N112 W15415 MEQUON RD.,NULL,GERMANTOWN,WI,53022,262-250-7800,WASHINGTON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Ozaukee at Germantown - General Surgery,NULL,WIMIL,N112 W15415 MEQUON RD.,NULL,GERMANTOWN,WI,53022,262-250-7800,WASHINGTON,Outpatient Clinic,Ascension Medical Group,ACTIVE
